Library	isoform	LRGASP_id
R2C2-ONT	TCONS_00000057	NIC_chr15_-_89471856_89472721_89472864_89476754_89476829_89477081_89477207_89477516_89477654_89477836_89477975_89479321_89479489_89480260_89480409_89483066_89483218_89486798_89486986_89496360
R2C2-ONT	TCONS_00000060	Genic.Genomic_chr16_+_2009900_2010600
R2C2-ONT	TCONS_00000061	FSM_chr16_+_2020313_2020532
R2C2-ONT	TCONS_00000062	NNC_chr16_+_2020313_2020534
R2C2-ONT	TCONS_00000063	NIC_chr16_+_2019800_2020800
R2C2-ONT	TCONS_00000064	FSM_chr16_-_57257030_57258461_57258585_57261896_57262071_57284405
R2C2-ONT	TCONS_00000065	FSM_chr17_+_49969752_49973072_49973270_49973700
R2C2-ONT	TCONS_00000066	NNC_chr17_+_49969752_49970300_49973270_49973700
R2C2-ONT	TCONS_00000068	FSM_chr17_-_35576182_35577037_35577592_35577895
R2C2-ONT	TCONS_00000069	NIC_chr17_+_49969040_49969614_49969752_49973072_49973270_49973700
R2C2-ONT	TCONS_00000070	NNC_chr17_+_49969752_49973072_49973270_49974318
R2C2-ONT	TCONS_00000071	FSM_chr17_-_4734480_4734582_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
R2C2-ONT	TCONS_00000072	FSM_chr17_-_4734653_4735091_4735509_4738407_4738491_4738781_4738921_4739260
R2C2-ONT	TCONS_00000075	NNC_chr18_-_43270649_43271711_43271833_43273585_43274395_43277247
R2C2-ONT	TCONS_00000076	FSM_chr18_-_75202341_75208849
R2C2-ONT	TCONS_00000077	FSM_chr18_-_43270649_43271711_43271833_43273579_43274395_43277247
R2C2-ONT	TCONS_00000078	NNC_chr18_-_75195745_75208849
R2C2-ONT	TCONS_00000079	FSM_chr18_-_75202341_75208419
R2C2-ONT	TCONS_00000081	NNC_chr18_-_75200210_75201865_75202341_75204953
R2C2-ONT	TCONS_00000082	FSM_chr2_-_74498319_74499332
R2C2-ONT	TCONS_00000083	FSM_chr2_-_182834966_182837947_182838012_182838408_182838614_182842477_182842544_182858785_182858834_182866074
R2C2-ONT	TCONS_00000084	FSM_chr2_-_229026109_229155817_229155965_229271013
R2C2-ONT	TCONS_00000086	NNC_chr2_-_74498319_74498607
R2C2-ONT	TCONS_00000087	NNC_chr2_-_74497587_74497777_74498319_74498607
R2C2-ONT	TCONS_00000091	FSM_chr21_-_34518257_34521498_34521659_34523536_34523711_34526662
R2C2-ONT	TCONS_00000092	ISM_chr21_-_34521659_34523536_34523711_34614759
R2C2-ONT	TCONS_00000093	FSM_chr21_-_34518257_34521498_34521659_34523536_34523711_34614759
R2C2-ONT	TCONS_00000094	FSM_chr22_+_37659357_37665554
R2C2-ONT	TCONS_00000095	FSM_chr22_+_41561184_41571842_41572142_41573654_41573778_41574732
R2C2-ONT	TCONS_00000096	NNC_chr22_+_41561000_41561090_41561184_41571842_41572142_41572626_41572783_41573381_41573476_41573654_41573778_41574732
R2C2-ONT	TCONS_00000097	NNC_chr22_+_41561000_41561090_41561184_41571842_41572142_41572626_41572787_41573381_41573476_41573654_41573778_41574732
R2C2-ONT	TCONS_00000098	NNC_chr22_+_41561184_41571842_41572142_41573381_41573476_41573654_41573778_41574732
R2C2-ONT	TCONS_00000099	NNC_chr22_+_41561184_41571842_41572142_41573718_41573778_41574732
R2C2-ONT	TCONS_00000100	FSM_chr22_-_32149614_32149752_32149781_32150318_32150480_32150991_32151020_32151486_32151552_32152066_32152095_32152561_32152627_32154243_32154319_32158983
R2C2-ONT	TCONS_00000104	FSM_chr3_+_50205349_50214148_50214301_50214401_50214484_50214652_50214769_50215385_50215460_50215543_50215637_50215739_50215822_50217237_50217321_50217414_50217474_50217675_50217841_50217916_50217997_50218269_50218371_50218592_50218718_50218803_50218949_50219880_50219985_50220072
R2C2-ONT	TCONS_00000105	NIC_chr3_+_50205349_50214148_50214301_50214401_50214484_50214652_50214769_50215385_50215460_50215543_50215637_50215739_50215822_50217237_50217321_50217414_50217474_50217675_50217997_50218269_50218371_50218592_50218718_50218803_50219985_50220072
R2C2-ONT	TCONS_00000106	FSM_chr3_-_43081537_43105835
R2C2-ONT	TCONS_00000107	FSM_chr3_-_43081537_43090487_43090610_43105835
R2C2-ONT	TCONS_00000109	FSM_chr3_-_43081537_43090492_43090610_43105835
R2C2-ONT	TCONS_00000110	NIC_chr3_-_43081537_43085935_43086036_43090492_43090610_43105835
R2C2-ONT	TCONS_00000114	NIC_chr3_-_43081537_43085935_43086036_43105835
R2C2-ONT	TCONS_00000115	FSM_chr4_+_112145734_112186692
R2C2-ONT	TCONS_00000116	FSM_chr4_+_139454445_139472685
R2C2-ONT	TCONS_00000117	NIC_chr4_-_1170577_1170998_1171191_1171262
R2C2-ONT	TCONS_00000119	NIC_chr4_-_1170577_1170998_1171191_1171262_1171487_1171851_1172075_1172543
R2C2-ONT	TCONS_00000120	FSM_chr4_-_1167657_1170401_1170577_1170998_1171191_1171262_1171487_1171851_1172075_1172543
R2C2-ONT	TCONS_00000121	NIC_chr4_-_1170577_1170998_1171191_1171262_1171487_1172543
R2C2-ONT	TCONS_00000122	ISM_chr4_-_1167657_1170401_1170577_1170998_1171191_1171262_1171487_1171851
R2C2-ONT	TCONS_00000123	FSM_chr4_-_112278435_112285639
R2C2-ONT	TCONS_00000126	NIC_chr4_-_1167657_1170401_1170577_1170998_1171191_1171262_1172075_1172543
R2C2-ONT	TCONS_00000129	FSM_chr5_-_140334281_140334657_140334749_140335871_140336028_140342634_140342813_140345910_140346085_140346282
R2C2-ONT	TCONS_00000130	NNC_chr5_-_140334320_140334657_140334749_140335871_140336028_140342634_140342813_140345910_140346085_140346282
R2C2-ONT	TCONS_00000131	FSM_chr5_-_138253058_138253286_138253376_138253765_138253901_138254056_138254161_138257638_138257952_138259556_138259650_138264260_138264549_138274333
R2C2-ONT	TCONS_00000132	ISM_chr5_-_138257952_138259556_138259650_138264260_138264549_138274333
R2C2-ONT	TCONS_00000133	NNC_chr5_-_138257952_138259556_138259650_138264260_138264549_138270667_138270706_138274333
R2C2-ONT	TCONS_00000135	FSM_chr6_-_70861750_70861829_70861979_70894127_70894273_70955838
R2C2-ONT	TCONS_00000137	NIC_chr6_-_70861979_70894127_70894273_70955838
R2C2-ONT	TCONS_00000138	FSM_chr8_-_29337412_29338281_29338502_29340097_29340244_29349845
R2C2-ONT	TCONS_00000139	NIC_chr8_-_29337412_29338281_29338502_29349845
R2C2-ONT	TCONS_00000140	NIC_chr8_-_29337412_29338281_29338502_29345369_29346075_29349845
R2C2-ONT	TCONS_00000141	NIC_chr8_-_29337412_29338281_29338502_29340097_29340244_29345369_29346075_29349845
R2C2-ONT	TCONS_00000142	FSM_chr8_-_71842748_71843644
R2C2-ONT	TCONS_00000144	FSM_chr8_-_79765772_79766650_79766733_79767008_79767093_79767218_79767295_79767574
R2C2-ONT	TCONS_00000146	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321895_107322129_107336149_107336272_107346941_107347098_107497261
R2C2-ONT	TCONS_00000147	FSM_chr8_-_107252016_107264220_107264352_107284681_107284849_107293935_107294038_107303239_107303368_107321898_107322129_107336149_107336272_107346941_107347098_107497261
R2C2-ONT	TCONS_00000150	NNC_chr8_-_71842748_71843571
R2C2-ONT	TCONS_00000152	FSM_chr8_-_79765772_79766650_79766733_79766996_79767093_79767218_79767295_79767574
R2C2-ONT	TCONS_00000155	FSM_chr9_+_137225234_137225613
R2C2-ONT	TCONS_00000156	NNC_chr9_+_137224825_137224929_137225234_137225613
R2C2-ONT	TCONS_00000157	FSM_chr9_-_136362181_136362988_136363129_136363486
R2C2-ONT	TCONS_00000158	NNC_chr9_-_136359576_136360150_136362181_136362988_136363129_136363486
R2C2-ONT	TCONS_00000161	FSM_chr9_-_136362181_136363486
R2C2-ONT	TCONS_00000162	NNC_chr9_-_136362181_136362988_136363133_136363486
R2C2-ONT	TCONS_00000163	FSM_chrX_+_118824006_118824338_118824391_118824588_118824714_118825130
R2C2-ONT	TCONS_00000164	FSM_chrX_+_153495114_153504620_153504870_153505237_153505351_153505862_153506077_153506528_153506640_153506829_153506924_153507046_153507186_153508247
R2C2-ONT	TCONS_00000165	FSM_chrX_-_49072009_49072432_49072651_49073808
R2C2-ONT	TCONS_00000169	FSM_chrX_-_49072009_49073808
R2C2-ONT	TCONS_00000170	ISM_chrX_-_49072009_49072432
